,name,categories,display_phone,image_url,price,rating,review_count,latitude,longitude,is_closed
506,Steamers Espresso,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/zpeqVqtWEPT23dy2x-GLpA/o.jpg,$$,4.0,24,47.8982026843,-122.2055673234,False
507,Austin Chase Coffee,coffee,,https://s3-media4.fl.yelpcdn.com/bphoto/LZeLpYonavj8pQsv42rLMg/o.jpg,$,4.0,42,47.65125,-122.68307,False
508,Jason's Java,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/Ye1AHwNbLkL9bNpFIB4iNQ/o.jpg,$,4.5,13,47.7842636,-122.2741351,False
509,Reality Coffee,coffee,,https://s3-media4.fl.yelpcdn.com/bphoto/LhsLXXKBHnzW3Ne62k9dsg/o.jpg,$,4.5,13,47.65091,-122.64322,False
510,Koffee Sutra,coffee,(425) 392-8646,https://s3-media2.fl.yelpcdn.com/bphoto/Cy55DXlxX0C4e_f427-dvw/o.jpg,$,4.0,35,47.52916,-122.03632,False
511,Caffe Ladro,coffee,(425) 248-2050,https://s3-media2.fl.yelpcdn.com/bphoto/l5PQDmCjsNlL7ceuMzLlIA/o.jpg,$,3.5,80,47.82097,-122.31892,False
512,Starbucks,coffee,(206) 781-4153,https://s3-media3.fl.yelpcdn.com/bphoto/XOLQ5vd4qWh_03-AXcUGSg/o.jpg,$,4.0,43,47.677841587,-122.3545754914,False
513,Raconteur,coffee,(206) 492-7959,https://s3-media4.fl.yelpcdn.com/bphoto/pD8G68w1ezTlthLtKzD5tw/o.jpg,$$,3.5,157,47.55571,-122.2706,False
514,Gourmet Latté,coffee,(425) 481-5452,https://s3-media4.fl.yelpcdn.com/bphoto/OVfNO_Tq6-lVUR7wKdGOTA/o.jpg,$$,4.5,16,47.7674399,-122.2106701,False
515,Pressed Juicery,coffee,(425) 454-0592,https://s3-media4.fl.yelpcdn.com/bphoto/orWtHAasTnXtTAoUoRKqTQ/o.jpg,$$,4.0,52,47.617182,-122.202068,False
516,Starbucks,coffee,(425) 481-6616,https://s3-media4.fl.yelpcdn.com/bphoto/iBsExRseQ2i-IuoD5Ywy1g/o.jpg,$,4.0,21,47.7534,-122.15182,False
517,Krispy Kreme,coffee,(425) 391-8011,https://s3-media3.fl.yelpcdn.com/bphoto/HCFCz_XtZKLGd2JBdTL9Yg/o.jpg,$,3.5,101,47.54653,-122.03901,False
518,Sip and Ship,coffee,(206) 783-4299,https://s3-media3.fl.yelpcdn.com/bphoto/165pmKiMvZH6x9Ww3FhB-A/o.jpg,$$,4.0,36,47.68371,-122.355693,False
519,Gourmet Latté,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/pfNvKyaOBh9Tmw6hmFcUzg/o.jpg,$,4.0,27,47.6241855,-122.3647576,False
520,Espresso Caffe Dior,coffee,(206) 624-0814,https://s3-media3.fl.yelpcdn.com/bphoto/gHUjCT_-Fba7Heefky_H0w/o.jpg,$,4.0,27,47.61159,-122.33282,False
521,Caffe Appassionato,coffee,(206) 281-8040,https://s3-media2.fl.yelpcdn.com/bphoto/DNJav6uP824OcIe59-4lCA/o.jpg,$,3.5,64,47.6561431885,-122.3837585449,False
522,Uptown Espresso,coffee,(206) 935-3753,https://s3-media1.fl.yelpcdn.com/bphoto/T60MF8cAZwO-HIERM4sIqw/o.jpg,$,3.5,92,47.55917,-122.38754,False
523,Caffe Ladro,coffee,(206) 282-5313,https://s3-media2.fl.yelpcdn.com/bphoto/C7ne46Za6RLXvH_PkWGJ9A/o.jpg,$,3.5,94,47.63868,-122.35716,False
524,Big Orange Bubble Tea,coffee,(206) 659-4363,https://s3-media2.fl.yelpcdn.com/bphoto/l_j5QJFpQ39eaZUmIvysXA/o.jpg,$,3.5,100,47.4583345255,-122.2582677024,False
525,Diva Espresso,coffee,(425) 219-4959,https://s3-media3.fl.yelpcdn.com/bphoto/6Hrpg0Rpx46Nz-YV7GvtZQ/o.jpg,$$,4.0,30,47.76017,-122.24992,False
526,Top Pot Doughnuts,coffee,(206) 466-6839,https://s3-media2.fl.yelpcdn.com/bphoto/TD1b57hXaqAzWn0s-R6u_A/o.jpg,$,3.5,65,47.57861,-122.41146,False
527,Espresso Daviso,coffee,(425) 271-4371,https://s3-media1.fl.yelpcdn.com/bphoto/AeA6xXzEEMnhThIPTLGiWg/o.jpg,$,4.5,11,47.4701,-122.22429,False
528,BigFoot Java,coffee,(253) 437-1405,https://s3-media1.fl.yelpcdn.com/bphoto/U4z4nUJtJ1lSErg6XICAcg/o.jpg,$,3.5,58,47.41243,-122.22745,False
529,Uptown Espresso,coffee,(206) 621-2045,https://s3-media1.fl.yelpcdn.com/bphoto/Rtu8JqApY7c7-pOKsPK44A/o.jpg,$,3.5,101,47.6233255355,-122.3382061105,False
530,Bean & Bagel,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/HndGNVSqS8U_bsYB7VyAXg/o.jpg,$,3.5,77,47.65547,-122.31281,False
531,West Bay Espresso,coffee,(253) 468-5776,https://s3-media3.fl.yelpcdn.com/bphoto/5Jkxitr63m_-dDW5kZeZ4Q/o.jpg,$,4.5,14,47.58335,-122.37474,False
532,Boulangerie Bakery & Cafe,coffee,(425) 643-9261,https://s3-media1.fl.yelpcdn.com/bphoto/K1ygZg_Jn-vcq912A5EPkA/o.jpg,$$,3.5,98,47.575360427,-122.1689236164,False
533,Java Jane,coffee,(206) 361-4675,https://s3-media3.fl.yelpcdn.com/bphoto/sODx8Ho3wvNrZr0JFnGJxw/o.jpg,$,4.0,45,47.73438,-122.31162,False
534,Oasis Tea Zone,coffee,(206) 547-9967,https://s3-media1.fl.yelpcdn.com/bphoto/hP60hkrKd__gde4vXXle3Q/o.jpg,$,3.5,210,47.66201,-122.31277,False
535,Jibe Espresso Bar,coffee,(206) 494-3361,https://s3-media3.fl.yelpcdn.com/bphoto/4Vkc9UTQlb3nKWaVTcSFLQ/o.jpg,$$,4.0,36,47.6807643,-122.4046683,False
536,Ballard Firehouse Coffee,coffee,(206) 784-2911,https://s3-media2.fl.yelpcdn.com/bphoto/iprMWkTZQxuOYlKpLzoTtA/o.jpg,$,3.5,137,47.66893,-122.39134,False
537,One Cup Coffee,coffee,(206) 529-3653,https://s3-media4.fl.yelpcdn.com/bphoto/J9lbsOlVL5V7VC26Tfoqyw/o.jpg,$,4.5,16,47.6906881,-122.3558717,False
538,Conduit Coffee Roasters,coffee,(206) 456-6536,https://s3-media3.fl.yelpcdn.com/bphoto/L5PnSgRlKGhDrd1bpOlltg/o.jpg,$$,4.5,13,47.6423036032,-122.3436781349,False
539,Jasper's Coffee - Airport,coffee,(206) 244-5161,https://s3-media4.fl.yelpcdn.com/bphoto/iweN5K2nqm7bsOhrvrZG1w/o.jpg,$,4.5,13,47.455919,-122.292966,False
540,Halo,coffee,(206) 556-2713,https://s3-media1.fl.yelpcdn.com/bphoto/D3I8KMFNXfpW7BnPPNfjlA/o.jpg,$,3.5,48,47.46655,-122.343,False
541,Caffe Ladro,coffee,(425) 415-1202,https://s3-media3.fl.yelpcdn.com/bphoto/HPtFx23NuzM8zkJdtX9MAA/o.jpg,$,3.5,143,47.76308,-122.20732,False
542,Cedar & Spokes Coffee,coffee,(206) 569-0726,https://s3-media2.fl.yelpcdn.com/bphoto/sX9esZfCJujWwspLcjiVDA/o.jpg,$,5.0,8,47.611692,-122.346003,False
543,Tapioca Express,coffee,(425) 774-6764,https://s3-media2.fl.yelpcdn.com/bphoto/jDhWfs-o8lYH3X7HouNcxQ/o.jpg,$,3.0,252,47.7968374,-122.3335401,False
544,FareStart Café @ 2100,coffee,(206) 407-2195,https://s3-media3.fl.yelpcdn.com/bphoto/IoCr5at8vrxQ82dJ0hwomg/o.jpg,$,4.0,23,47.5840301514,-122.3011703491,False
545,Caffe Ladro,coffee,(206) 906-9334,https://s3-media1.fl.yelpcdn.com/bphoto/UuIkcVokKQQlYSab1Rpfyg/o.jpg,$,4.5,12,47.6223330585,-122.3340317103,False
546,The Bean,coffee,(206) 248-8512,,$,4.5,12,47.46653,-122.36094,False
547,Homefront Smoothies & Ice Cream,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/b4kxCepQqwGFd3fbMimYAg/o.jpg,$,3.5,53,47.58007,-122.40743,False
548,Eltana,coffee,(206) 420-1293,https://s3-media3.fl.yelpcdn.com/bphoto/RXuByPB76pAGgPYJYqcKYA/o.jpg,$,3.5,169,47.6542729873,-122.3422135313,False
549,Starbucks,coffee,(360) 633-0609,https://s3-media1.fl.yelpcdn.com/bphoto/fsyyXpMgtD3WF62n3Y4qFg/o.jpg,$$,4.5,17,47.8090994954,-122.539056245,False
550,Caffe D'arte,coffee,(206) 432-9068,https://s3-media2.fl.yelpcdn.com/bphoto/vzA_TvwcPayRGPKfc0n3Yg/o.jpg,$,4.0,31,47.6016454484,-122.3343284056,False
551,Bulletproof,coffee,(206) 466-5428,https://s3-media2.fl.yelpcdn.com/bphoto/Gpup0jZ8Ar4Q1EteqSPMXg/o.jpg,$$,4.0,41,47.62129,-122.33886,False
552,Starbucks,coffee,(206) 467-5103,https://s3-media3.fl.yelpcdn.com/bphoto/DnQy_DKBZV1JnJpMhKGJsQ/o.jpg,$,4.0,19,47.615747999999996,-122.336917,False
553,Java Junction,coffee,(253) 852-9631,https://s3-media1.fl.yelpcdn.com/bphoto/odczX7dw4q6RcF7utEUDSw/o.jpg,$$,4.0,19,47.38689,-122.23211,False
554,Hot Shots Java,coffee,(360) 779-2171,https://s3-media2.fl.yelpcdn.com/bphoto/CDIfSIZ1nvDbUltF-mM-kQ/o.jpg,$,3.5,54,47.7343004912,-122.646208684,False
555,Gourmet Latté,coffee,,https://s3-media4.fl.yelpcdn.com/bphoto/J_6CjPih-y1cRszHx3a2wg/o.jpg,$,4.0,26,47.6939865,-122.3753433,False
556,Tapioca Express,coffee,(425) 643-9406,https://s3-media3.fl.yelpcdn.com/bphoto/EuiInddaO0kwmbeWODgQLQ/o.jpg,$,3.0,371,47.6319885,-122.1361771,False
557,Le's Deli & Bakery,coffee,(206) 909-2212,https://s3-media1.fl.yelpcdn.com/bphoto/fQ0If9Hpvcaql2bsYVds5g/o.jpg,$,3.5,99,47.4395132,-122.2216081,False
558,Match Coffee & Wine,coffee,(425) 788-3365,https://s3-media2.fl.yelpcdn.com/bphoto/FJ9mYXXm5ouWADNI6t4X-w/o.jpg,$$,3.5,42,47.741788,-121.986361,False
559,Ebar,coffee,(206) 628-2111,https://s3-media3.fl.yelpcdn.com/bphoto/uFzY85r7Og-RQEEkvtcRnA/o.jpg,$,3.5,42,47.6122932434,-122.3362884521,False
560,The Cave Craft Beer,coffee,(425) 242-0294,https://s3-media1.fl.yelpcdn.com/bphoto/F7RnWC5yCSe7oDOzPZBilg/o.jpg,$$,3.5,52,47.6797370911,-122.1684799194,False
561,Yellow Dot Cafe,coffee,(206) 381-9200,https://s3-media3.fl.yelpcdn.com/bphoto/7XQNnwbJEOgVRSiBaol5lw/o.jpg,$,3.5,154,47.6209771,-122.3386767,False
562,Vital Tea Leaf,coffee,(206) 682-7486,https://s3-media1.fl.yelpcdn.com/bphoto/zQr1RX6-L-TSL12_XuKrlw/o.jpg,$$,4.5,11,47.59902,-122.32481,False
563,Queen Anne Coffee Co,coffee,(206) 566-6788,https://s3-media2.fl.yelpcdn.com/bphoto/1VnfjLkbCCuCANKDSjib8A/o.jpg,,4.5,11,47.6351940873,-122.3572192166,False
564,SharinaBeans on Main,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/ur7xRYgKaTGf0H1Ioeuf3w/o.jpg,$,4.5,11,47.8557826864,-121.9711076841,False
565,Cone & Steiner,coffee,(206) 624-0920,https://s3-media2.fl.yelpcdn.com/bphoto/JtBLhqHUFtyahOZUBLkJgA/o.jpg,$,4.5,11,47.6051543558,-122.3364312663,False
566,Wakey-Wakey Coffee,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/V3vsFNk9TbEcWhdThBATiQ/o.jpg,$,4.5,16,47.4621799,-122.32293,False
567,Monorail Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/wFDj8w_bG-3NawXCuo2iZg/o.jpg,$,4.0,25,47.6046285676,-122.3309532535,False
568,Starbucks,coffee,(206) 264-1607,https://s3-media1.fl.yelpcdn.com/bphoto/KOidG1RQOLVAAcbnpEoj9A/o.jpg,$$,3.5,42,47.612846,-122.335336,False
569,Starbucks,coffee,(206) 762-3249,https://s3-media1.fl.yelpcdn.com/bphoto/ekwfdwfHg4C_OqjuQqjyjQ/o.jpg,$,3.5,42,47.51252,-122.29344,False
570,Starbucks,coffee,(206) 523-9594,https://s3-media1.fl.yelpcdn.com/bphoto/ylY9LO6VZl8edCW5bPWyPA/o.jpg,$$,3.5,80,47.6799926758,-122.3253936768,False
571,Boba Express,coffee,(425) 641-1165,https://s3-media1.fl.yelpcdn.com/bphoto/gyPvnmL2hoLp41562jpFHA/o.jpg,$,3.5,142,47.619128,-122.130484,False
572,Starbucks,coffee,(425) 825-7372,https://s3-media3.fl.yelpcdn.com/bphoto/euy2B4L0FFN-n__KY604nQ/o.jpg,$$,3.5,58,47.70655,-122.21182,False
573,Diva Espresso,coffee,(206) 624-0332,https://s3-media1.fl.yelpcdn.com/bphoto/y0gGwYiOq2pfZfiItCsq6g/o.jpg,$$,3.5,76,47.6018461631,-122.3318379981,False
574,Speckled Frog,coffee,(206) 430-5568,https://s3-media4.fl.yelpcdn.com/bphoto/0OTiXdIN0bgFA3PkzkmMZg/o.jpg,$,3.5,44,47.458278,-122.260102,False
575,Starbucks,coffee,(206) 264-8921,https://s3-media1.fl.yelpcdn.com/bphoto/izble5EOE5QKmTzF1dvJHw/o.jpg,$,3.5,55,47.61237,-122.33365,False
576,The Moo Bar,coffee,(206) 467-3191,https://s3-media2.fl.yelpcdn.com/bphoto/FIndzWT2qi-aLRceS665WQ/o.jpg,$,3.0,177,47.61736,-122.33804,False
577,Ding Tea Seattle,coffee,(206) 456-7192,https://s3-media3.fl.yelpcdn.com/bphoto/swK81jt-c_MF_VT3pEZHZQ/o.jpg,$,3.5,50,47.66386,-122.31339,False
578,Krispy Kreme,coffee,(206) 440-1900,https://s3-media3.fl.yelpcdn.com/bphoto/IStea302-eS_UfVRX7gXVQ/o.jpg,$,3.5,101,47.71981,-122.34552,False
579,Woods Coffee,coffee,(425) 800-4426,https://s3-media3.fl.yelpcdn.com/bphoto/5Ao15TzHlIZdKjqsAGTVTw/o.jpg,$,4.5,13,47.61606,-122.18635,False
580,Supreme Bean Espresso,coffee,(206) 257-0084,https://s3-media2.fl.yelpcdn.com/bphoto/cv11eBhMCuErP5mlJZK2yg/o.jpg,$$,4.5,13,47.774991,-122.30936,False
581,Chatime MLK,coffee,(206) 466-2791,https://s3-media2.fl.yelpcdn.com/bphoto/-xP6T_QwLBUn7W_tv3nMrw/o.jpg,$,3.5,66,47.5469084181,-122.2861189316,False
582,Tuk Town Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/QbioT92YuWc7GFv3SuMq4A/o.jpg,$,4.5,10,47.4844986678,-122.2711672442,False
583,Starbucks,coffee,(206) 720-4803,https://s3-media3.fl.yelpcdn.com/bphoto/p6jVRFxCeHlR3pQUaHJdSg/o.jpg,$$,4.0,19,47.60235,-122.28536,False
584,Einstein Bros Bagels,coffee,(206) 496-1236,https://s3-media4.fl.yelpcdn.com/bphoto/MoCocuOqoYytKfWl9o6kUA/o.jpg,$,3.5,86,47.618233,-122.33907,False
585,Westman's Bagels and Coffee,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/M4LFtVqTG3vlRyNbZmWD-w/o.jpg,$,3.5,74,47.61446,-122.31216,False
586,Mocha Maddness,coffee,(425) 306-7118,https://s3-media3.fl.yelpcdn.com/bphoto/vRszFNtl0gQMm1eh544tlA/o.jpg,$,4.0,22,47.5006485,-122.186058,False
587,Starbucks,coffee,(503) 738-6045,https://s3-media1.fl.yelpcdn.com/bphoto/2Mqx1XaFwVq6PnBy8Xf1Pw/o.jpg,$$,3.5,51,47.84963,-122.27213,False
588,There Ya Go Espresso,coffee,(425) 271-0999,https://s3-media4.fl.yelpcdn.com/bphoto/Ugd7n-bKRFX_UvCzwhe7Zw/o.jpg,$,4.0,29,47.4438893795,-122.1476020664,False
589,Starbucks,coffee,(425) 485-1255,https://s3-media4.fl.yelpcdn.com/bphoto/TKIA9tFp5uP5zypiT7bFPQ/o.jpg,$$,4.0,29,47.8092546751,-122.2057741754,False
590,Newsroom Mill Creek,coffee,(425) 361-1949,https://s3-media1.fl.yelpcdn.com/bphoto/fz40ecB-hO77Mj8i3NPw-w/o.jpg,$$,4.0,33,47.84917,-122.22171,False
591,Cherry Street Coffee House,coffee,(206) 623-3005,https://s3-media1.fl.yelpcdn.com/bphoto/Sz3cKp-TBUhP3BIxO1ukjg/o.jpg,$,3.5,56,47.6128318266,-122.3368081381,False
592,Tudor Roses Meeting House,coffee,(360) 373-1004,https://s3-media4.fl.yelpcdn.com/bphoto/Aq2SoP8IrsfmD3gYLXFstA/o.jpg,,5.0,9,47.56707,-122.62484,False
593,Brown Study Coffee Space,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/yLLr5TfGbs0FBJpSusDHbQ/o.jpg,,5.0,9,47.7087,-122.29128,False
594,Starbucks,coffee,(425) 868-4831,https://s3-media4.fl.yelpcdn.com/bphoto/4g_U8ioTAnAgBTFKNoxIww/o.jpg,$$,4.5,16,47.700143,-122.024605,False
595,Capital One Café,coffee,(425) 372-0250,https://s3-media1.fl.yelpcdn.com/bphoto/-o6eAW2I0tw8UnirwDkQbg/o.jpg,$,4.5,16,47.614129,-122.201191,False
596,Starbucks,coffee,(206) 728-0883,https://s3-media1.fl.yelpcdn.com/bphoto/Bod0-5nLm8GcW8-zN-lqIw/o.jpg,$,4.5,14,47.6140136719,-122.3422470093,False
597,Starbucks,coffee,(206) 782-2795,https://s3-media3.fl.yelpcdn.com/bphoto/RjpOn7GzOTvwfuZR4a_wkQ/o.jpg,$,3.5,63,47.66884,-122.38491,False
598,Cedar River Espresso,coffee,(425) 430-1266,https://s3-media2.fl.yelpcdn.com/bphoto/7vw5Wpiqzni9Zba6yvivNA/o.jpg,$,4.0,21,47.4880775,-122.1221113,False
599,Vovito,coffee,(425) 503-5522,https://s3-media1.fl.yelpcdn.com/bphoto/uuuPq-AE2luzYgk0ovqOCg/o.jpg,$,3.5,92,47.6070799,-122.3333736,False
600,Starbucks,coffee,(425) 778-6093,https://s3-media2.fl.yelpcdn.com/bphoto/2TqnsQo40WXPFNzqp7YMKg/o.jpg,$,3.5,37,47.8103294373,-122.3773193359,False
601,Bar Bravata,coffee,(425) 357-6161,https://s3-media3.fl.yelpcdn.com/bphoto/h5ICRLIXnupf-gkCA86KcA/o.jpg,$$,5.0,8,47.8607003572,-122.2203658367,False
602,Burton Coffee Stand,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/vPLxvmQ2TjqNgx8XPyrxcw/o.jpg,$,4.5,11,47.3899002513,-122.4656290539,False
603,Gourmet Latté,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/xX-7CENpZN_YhbAqyAbFJw/o.jpg,$$,4.0,17,47.4733353,-122.0241928,False
604,Banh Mi Bites,coffee,(425) 582-2243,https://s3-media1.fl.yelpcdn.com/bphoto/wgkk2_1NhytyD6PAOFD5nA/o.jpg,$,4.0,26,47.78439,-122.30776,False
605,Cedar River Espresso,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/6G4T0FHeiiFC11t5VyzhgA/o.jpg,$,4.5,15,47.5009513,-122.1231523,False
606,Gourmet Latté,coffee,(425) 248-0663,https://s3-media4.fl.yelpcdn.com/bphoto/c0nDt2CSsSRfuHqMwZgDYg/o.jpg,$,4.5,15,47.720907256,-122.2076949477,False
607,Gotta Go Espresso,coffee,,https://s3-media1.fl.yelpcdn.com/bphoto/iYassX30YOBMZQMunkrCIw/o.jpg,$,4.5,15,47.881467,-122.23802,False
608,Third Ave Cafe,coffee,(206) 622-7778,https://s3-media4.fl.yelpcdn.com/bphoto/3N5K-TjCbwAl03hKxK7CKw/o.jpg,$,4.0,23,47.61202,-122.33993,False
609,Starbucks,coffee,(206) 901-0238,https://s3-media4.fl.yelpcdn.com/bphoto/D_Lz_4odaqurv1a9KsvJvQ/o.jpg,$,3.5,36,47.4705804,-122.3361107,False
610,Starbucks,coffee,(206) 517-2877,https://s3-media2.fl.yelpcdn.com/bphoto/kqQXhdaD02Mnvh57M84JUQ/o.jpg,$$,4.0,31,47.68141,-122.2907,False
611,Baskets Cafe,coffee,(425) 524-2278,https://s3-media2.fl.yelpcdn.com/bphoto/FaV1yjWeZH8ayVU3lBp7aA/o.jpg,$$,3.0,131,47.62885,-122.16583,False
612,Megan's Coffee Corner,coffee,(425) 747-4410,https://s3-media2.fl.yelpcdn.com/bphoto/B6wKN72XN9dtuFDifd2L5w/o.jpg,$,3.5,44,47.576326,-122.139339,False
613,Bobachine,coffee,(206) 447-2622,https://s3-media2.fl.yelpcdn.com/bphoto/OPtG20XDyXK4bZbmxDmPsA/o.jpg,$,3.0,266,47.61083,-122.33669,False
614,Cafe' Louvre,coffee,(425) 640-8188,https://s3-media4.fl.yelpcdn.com/bphoto/KFZx7AdnUUcTOiN8qE1jjw/o.jpg,$,3.5,38,47.809144,-122.377913,False
615,Cherry Street Coffee House,coffee,(206) 388-1098,https://s3-media2.fl.yelpcdn.com/bphoto/-5J5_32WRkjz34CrCtYqnA/o.jpg,$$,4.0,24,47.6234512329,-122.3339157104,False
616,Madis Ceramic Art Cafe,coffee,(206) 420-2162,https://s3-media3.fl.yelpcdn.com/bphoto/YVly3rwPaEI9a4rkfkmYig/o.jpg,,5.0,7,47.44378,-122.33459,False
617,Starbucks,coffee,(206) 522-5228,https://s3-media1.fl.yelpcdn.com/bphoto/rJ9gGi0lzgsMGOZIm_ly3A/o.jpg,$,3.0,106,47.6621851775,-122.2997882498,False
618,Uptown Espresso,coffee,(206) 770-7777,https://s3-media2.fl.yelpcdn.com/bphoto/ZX0W1jqKljebM1-z9QRerQ/o.jpg,$,3.5,49,47.6144656,-122.354427,False
619,Starbucks,coffee,(206) 728-4077,https://s3-media2.fl.yelpcdn.com/bphoto/Vkxp1IAGiByOh1V_jBQzgg/o.jpg,$$,3.5,49,47.6210995768,-122.350810216,False
620,BigFoot Java,coffee,(425) 391-1976,https://s3-media3.fl.yelpcdn.com/bphoto/514X3H_d2cvoLHD8ePR7DQ/o.jpg,$,3.5,34,47.5443799,-122.04921,False
621,Top Pot Doughnuts,coffee,(425) 497-8002,https://s3-media2.fl.yelpcdn.com/bphoto/cQMmk2JCMBdlzBtPiUcBzg/o.jpg,$,3.5,89,47.6745278609,-122.1269725212,False
622,Java Jive Thru,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/6Yn0akDszJ6f_qyso4iTCA/o.jpg,$$,4.5,10,47.43067,-122.31861,False
623,Sweet Dahlia Baking,coffee,(206) 201-3297,https://s3-media1.fl.yelpcdn.com/bphoto/asslOKZs1bgJu3vehAbh8A/o.jpg,$$,4.5,10,47.648477,-122.524175,False
624,High 5 Pie,coffee,(206) 244-4303,https://s3-media3.fl.yelpcdn.com/bphoto/bp36B_R1VhgDEtYUW-zyhg/o.jpg,$,4.5,10,47.49866,-122.35419,False
625,Starbucks,coffee,(206) 264-2534,https://s3-media3.fl.yelpcdn.com/bphoto/UaOwWvsnnDkckWQp_UxYbg/o.jpg,$,3.5,37,47.61015,-122.3324,False
626,Caffe Ladro,coffee,(206) 708-1387,https://s3-media1.fl.yelpcdn.com/bphoto/fJojZQCviDh3LYnIpxE8AA/o.jpg,$$,4.0,19,47.61531,-122.33335,False
627,Nespresso Boutique at Macy's,coffee,(800) 562-1465,https://s3-media3.fl.yelpcdn.com/bphoto/gM-c-OGDGfnRoiXZ-BuRug/o.jpg,$,4.0,19,47.6140745772,-122.2010511161,False
628,Latte On Your Way,coffee,(360) 779-9700,https://s3-media1.fl.yelpcdn.com/bphoto/hvC7-Jes8i71uxL0g15XHw/o.jpg,$$,4.5,14,47.8185819089,-122.6429651678,False
629,The Marketplace at Pleasant Beach,coffee,(206) 866-6122,https://s3-media1.fl.yelpcdn.com/bphoto/O05fVJ7_fxDXcAjGmA0x5w/o.jpg,$$,4.5,14,47.6056058,-122.5471884,False
630,Starbucks,coffee,(206) 691-3396,https://s3-media2.fl.yelpcdn.com/bphoto/lyXfHHxkQIAJS6QLfj7J1g/o.jpg,$$,3.5,39,47.62305,-122.35697,False
631,Starbucks,coffee,(425) 776-5600,https://s3-media3.fl.yelpcdn.com/bphoto/c3XTeBBYYv-9ERa3PDArow/o.jpg,$$,4.0,24,47.8176727,-122.3179092,False
632,Buffalo Espresso,coffee,(425) 385-8667,https://s3-media4.fl.yelpcdn.com/bphoto/dhrh_Cv3TEPORLylDmhE3Q/o.jpg,$$,3.5,38,47.8781899,-122.18112,False
633,Starbucks,coffee,(425) 827-5247,https://s3-media4.fl.yelpcdn.com/bphoto/2eNCVft5zNMev5QjsN1ziQ/o.jpg,$,3.0,94,47.67894,-122.1778,False
634,TCBY,coffee,(425) 394-4168,https://s3-media3.fl.yelpcdn.com/bphoto/PQt_O54WCuENt5LezeecLQ/o.jpg,$,4.0,15,47.547955,-121.9970444,False
635,Wired Chicks Espresso,coffee,(425) 239-7565,https://s3-media1.fl.yelpcdn.com/bphoto/uE7HH1mwxvsgfzBvQxawdA/o.jpg,$,4.0,15,47.751539,-122.281912,False
636,Latte On Your Way,coffee,(360) 779-5444,https://s3-media2.fl.yelpcdn.com/bphoto/GzAAeQYO-8PoGK4yJpnHgg/o.jpg,$$,4.0,15,47.7430038452,-122.6574325562,False
637,Starbucks,coffee,(425) 641-2806,https://s3-media1.fl.yelpcdn.com/bphoto/kMUcX9m2oxXaOII859r5Pg/o.jpg,$$,3.5,76,47.581852,-122.134927,False
638,Starbucks,coffee,(206) 264-0289,https://s3-media4.fl.yelpcdn.com/bphoto/WT06uBDTzTDH2qsoMXQWRA/o.jpg,$,4.0,18,47.607711,-122.338241,False
639,Shack Coffeehouse,coffee,(206) 938-5665,https://s3-media2.fl.yelpcdn.com/bphoto/J_0bL72ya4dNbQYWBdtFDQ/o.jpg,$,4.0,26,47.5704199,-122.3709244,False
640,Starbucks,coffee,(206) 933-6974,https://s3-media2.fl.yelpcdn.com/bphoto/m1NcZPr_RYdm1uIM3m-wLw/o.jpg,$,3.5,61,47.57874,-122.41115,False
641,BAMBU,coffee,(425) 361-1777,https://s3-media4.fl.yelpcdn.com/bphoto/j7L6Hy1C09c3BBrQyU2BKg/o.jpg,$$,3.5,52,47.7947703,-122.3334736,False
642,Starbucks,coffee,(206) 329-8028,https://s3-media2.fl.yelpcdn.com/bphoto/oVkRrTdCSXoGUkZI3AgdZg/o.jpg,$,3.5,35,47.60936,-122.31656,False
643,Sky Kai Caffe Coffee Shop,coffee,(360) 908-7720,https://s3-media3.fl.yelpcdn.com/bphoto/qwk6Bk5oYE8FWHh3NjDluw/o.jpg,$,4.5,11,47.70703,-122.58695,False
644,Chug-A-Tug Espresso,coffee,(360) 874-2273,https://s3-media2.fl.yelpcdn.com/bphoto/E43yF7HDOUJ4znzz4oRzCA/o.jpg,$,4.5,11,47.5370787084,-122.6468758285,False
645,Perfetto Espresso,coffee,(253) 455-0856,https://s3-media2.fl.yelpcdn.com/bphoto/HmeyzhMQeazSCf5gunMYpw/o.jpg,$,4.5,11,47.7779,-122.30873,False
646,Starbucks,coffee,(206) 216-0306,https://s3-media2.fl.yelpcdn.com/bphoto/2y9CHffqgFAU2BpvVoFyfA/o.jpg,$,3.5,37,47.629936,-122.339939,False
