field_1,Unnamed: 0,name,categories,display_phone,image_url,price,rating,review_count,latitude,longitude,is_closed,neighborhood,sublocality,postal_code,NEIGHBORHO
1801,111,NEKO: A Cat Cafe,cafes,(206) 708-7287,https://s3-media4.fl.yelpcdn.com/bphoto/Pjx9V2e1dwKE38-tz-dK4Q/o.jpg,$$,4.50000,115,47.61510,-122.32483,False,,,98122,Capitol Hill
1824,143,Little Oddfellows,cafes,(206) 323-1511,https://s3-media2.fl.yelpcdn.com/bphoto/2eTWvfA0hzrLYhQacArm5A/o.jpg,$,4.00000,74,47.61488,-122.31970,False,,,98122,Capitol Hill
1892,223,Capital D Cafe,cafes,(206) 322-2220,https://s3-media4.fl.yelpcdn.com/bphoto/0Md4uxJRyZtLdyMUsrmWgw/o.jpg,$,5.00000,21,47.62092,-122.31256,False,,,98112,Capitol Hill
1899,231,Good Weather,cafes,(206) 225-7234,https://s3-media3.fl.yelpcdn.com/bphoto/xGu-SiEl12fdBXG2EUWdpQ/o.jpg,$$,5.00000,18,47.61366,-122.31775,False,,,98122,Capitol Hill
1902,235,Macrina Bakery & Cafe,cafes,,https://s3-media2.fl.yelpcdn.com/bphoto/93SfnQgnpMWl3tHFd3GeaA/o.jpg,,3.50000,15,47.62658,-122.30691,False,,,98112,Capitol Hill
1903,238,Down Pour Coffee Bar,cafes,(425) 242-1964,https://s3-media3.fl.yelpcdn.com/bphoto/sJR3qO9gU-uFnQ01UBK0gw/o.jpg,$,4.50000,15,47.62365,-122.32229,False,,,98102,Capitol Hill
4,4,Monorail Espresso,coffee,(206) 422-0736,https://s3-media2.fl.yelpcdn.com/bphoto/NQgSinclnX1pMo69cr8Ixg/o.jpg,$,4.50000,464,47.61124,-122.33499,False,,,98101,Central Business District
23,23,Anchorhead Coffee,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/w7kAF7anW3mSSPUFOwVfEw/o.jpg,$,4.50000,312,47.61338,-122.33469,False,,,98101,Central Business District
39,39,Storyville Coffee Company,coffee,(206) 780-5777,https://s3-media3.fl.yelpcdn.com/bphoto/vuFOMUJ7dvB_STZMNzIwMg/o.jpg,$$,4.50000,317,47.60475,-122.33651,False,,,98104,Central Business District
82,82,Fran's Chocolates,coffee,(206) 682-0168,https://s3-media1.fl.yelpcdn.com/bphoto/18ELNYUhwh0J-aY7wqnbRQ/o.jpg,$$$,4.50000,328,47.60766,-122.33915,False,,,98101,Central Business District
141,141,Sweet Iron Waffles,coffee,(206) 682-3336,https://s3-media1.fl.yelpcdn.com/bphoto/eCiZ3rJoTorIENzg0bwAww/o.jpg,$,4.00000,1220,47.60741,-122.33519,False,,,98101,Central Business District
159,159,Ancient Grounds,coffee,(206) 749-0747,https://s3-media2.fl.yelpcdn.com/bphoto/Y0Gkx7fMAWaFtz06hsAs_A/o.jpg,$,4.50000,75,47.60675,-122.33782,False,,,98101,Central Business District
243,243,Caffe Migliore,coffee,(206) 624-9893,https://s3-media3.fl.yelpcdn.com/bphoto/uEtfy3b7Ie8YIZ20pyec3A/o.jpg,$,4.00000,105,47.60780,-122.33467,False,,,98101,Central Business District
285,285,Caffe Ladro,coffee,(206) 267-0600,https://s3-media2.fl.yelpcdn.com/bphoto/kTPXWdO_ElzD-sKDR-VAbg/o.jpg,$,4.00000,127,47.60793,-122.33887,False,,,98101,Central Business District
299,299,Chocolati Café,coffee,(877) 784-5212,https://s3-media1.fl.yelpcdn.com/bphoto/ZNW4jbvYKe73jj-dy-Koaw/o.jpg,$,4.50000,46,47.60668,-122.33266,False,,,98164,Central Business District
305,305,Cherry Street Coffee House,coffee,(206) 621-9372,https://s3-media4.fl.yelpcdn.com/bphoto/LPPjSP-pT92TZerXWuo6Mg/o.jpg,$,4.00000,196,47.60275,-122.33421,False,,,98104,Central Business District
329,329,Starbucks,coffee,(206) 264-0152,https://s3-media4.fl.yelpcdn.com/bphoto/zKP8Ldyu0ZSrVh5rumkq4Q/o.jpg,$,4.00000,72,47.60455,-122.33048,False,,,98104,Central Business District
331,331,Caffe Ladro,coffee,(206) 405-1950,https://s3-media2.fl.yelpcdn.com/bphoto/eLUMCgYf_FM6wdsRPF1xAw/o.jpg,$,4.00000,128,47.61297,-122.33263,False,,,98101,Central Business District
334,334,Voxx Coffee Downtown,coffee,(206) 682-1242,https://s3-media3.fl.yelpcdn.com/bphoto/dxvoWgOyiIAy1rRBfVFiJw/o.jpg,$,4.00000,93,47.60895,-122.33201,False,,,98101,Central Business District
363,363,Pegasus Coffee Bar,coffee,(206) 292-3013,https://s3-media3.fl.yelpcdn.com/bphoto/DzabqwhNpaAiANnsqkQXag/o.jpg,$,4.00000,47,47.60765,-122.33540,False,,,98101,Central Business District
401,401,Cherry Street Coffee House,coffee,(206) 442-9372,https://s3-media2.fl.yelpcdn.com/bphoto/YlUINyEy0vWldZFIcoP2lg/o.jpg,$,4.00000,88,47.60449,-122.33285,False,,,98104,Central Business District
403,403,Spring Thyme Bakeshop,coffee,(206) 623-1983,https://s3-media1.fl.yelpcdn.com/bphoto/a9yCA4v_WCO1VPn-iBrv6Q/o.jpg,$,4.00000,44,47.60497,-122.33776,False,,,98104,Central Business District
463,463,Starbucks Reserve Bar,coffee,(206) 482-3871,https://s3-media1.fl.yelpcdn.com/bphoto/CLW0cWp88wYYsyF5fjX09w/o.jpg,$$,4.00000,41,47.60693,-122.33860,False,,,98101,Central Business District
489,489,Starbucks,coffee,(206) 623-0860,https://s3-media3.fl.yelpcdn.com/bphoto/Q0OvDFp9TyqzA-NnkJ5eDA/o.jpg,$,3.50000,94,47.60727,-122.33431,False,,,98101,Central Business District
504,504,Top Pot Doughnuts,coffee,(206) 466-1729,https://s3-media1.fl.yelpcdn.com/bphoto/XWY3cnL3aj6a2143hr7UzA/o.jpg,$,3.50000,92,47.60328,-122.33609,False,,,98104,Central Business District
520,520,Espresso Caffe Dior,coffee,(206) 624-0814,https://s3-media3.fl.yelpcdn.com/bphoto/gHUjCT_-Fba7Heefky_H0w/o.jpg,$,4.00000,27,47.61159,-122.33282,False,,,98101,Central Business District
559,559,Ebar,coffee,(206) 628-2111,https://s3-media3.fl.yelpcdn.com/bphoto/uFzY85r7Og-RQEEkvtcRnA/o.jpg,$,3.50000,42,47.61229,-122.33629,False,,,98101,Central Business District
565,565,Cone & Steiner,coffee,(206) 624-0920,https://s3-media2.fl.yelpcdn.com/bphoto/JtBLhqHUFtyahOZUBLkJgA/o.jpg,$,4.50000,11,47.60515,-122.33643,False,,,98104,Central Business District
567,567,Monorail Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/wFDj8w_bG-3NawXCuo2iZg/o.jpg,$,4.00000,25,47.60463,-122.33095,False,,,98104,Central Business District
568,568,Starbucks,coffee,(206) 264-1607,https://s3-media1.fl.yelpcdn.com/bphoto/KOidG1RQOLVAAcbnpEoj9A/o.jpg,$$,3.50000,42,47.61285,-122.33534,False,,,98101,Central Business District
575,575,Starbucks,coffee,(206) 264-8921,https://s3-media1.fl.yelpcdn.com/bphoto/izble5EOE5QKmTzF1dvJHw/o.jpg,$,3.50000,55,47.61237,-122.33365,False,,,98101,Central Business District
591,591,Cherry Street Coffee House,coffee,(206) 623-3005,https://s3-media1.fl.yelpcdn.com/bphoto/Sz3cKp-TBUhP3BIxO1ukjg/o.jpg,$,3.50000,56,47.61283,-122.33681,False,,,98101,Central Business District
599,599,Vovito,coffee,(425) 503-5522,https://s3-media1.fl.yelpcdn.com/bphoto/uuuPq-AE2luzYgk0ovqOCg/o.jpg,$,3.50000,92,47.60708,-122.33337,False,,,98101,Central Business District
613,613,Bobachine,coffee,(206) 447-2622,https://s3-media2.fl.yelpcdn.com/bphoto/OPtG20XDyXK4bZbmxDmPsA/o.jpg,$,3.00000,266,47.61083,-122.33669,False,,,98101,Central Business District
625,625,Starbucks,coffee,(206) 264-2534,https://s3-media3.fl.yelpcdn.com/bphoto/UaOwWvsnnDkckWQp_UxYbg/o.jpg,$,3.50000,37,47.61015,-122.33240,False,,,98101,Central Business District
638,638,Starbucks,coffee,(206) 264-0289,https://s3-media4.fl.yelpcdn.com/bphoto/WT06uBDTzTDH2qsoMXQWRA/o.jpg,$,4.00000,18,47.60771,-122.33824,False,,,98101,Central Business District
664,664,Top Pot Doughnuts,coffee,(206) 454-3694,https://s3-media1.fl.yelpcdn.com/bphoto/aGmfZ8iJGauOC1zCgWV8Nw/o.jpg,$,3.00000,81,47.60407,-122.33220,False,,,98104,Central Business District
712,712,Made Coffee,coffee,(206) 621-1200,https://s3-media4.fl.yelpcdn.com/bphoto/WN7uJ2M6wQBgUZfj1pX6mw/o.jpg,$,4.50000,7,47.61229,-122.33442,False,,,98101,Central Business District
748,748,Joelle's Espresso Cafe,coffee,(206) 682-4692,https://s3-media4.fl.yelpcdn.com/bphoto/h19A9i0jar8Xo7ploHR7cA/o.jpg,$$,3.50000,35,47.60606,-122.33351,False,,,98154,Central Business District
829,829,Starbucks,coffee,(206) 652-0801,https://s3-media2.fl.yelpcdn.com/bphoto/0YJzn93_kxyDAw37g4_0_A/o.jpg,$,3.00000,54,47.61142,-122.33752,False,,,98101,Central Business District
860,860,Starbucks,coffee,(206) 554-7060,https://s3-media4.fl.yelpcdn.com/bphoto/LRBA0AANdFqVHnWvB0BOhQ/o.jpg,$,3.00000,43,47.60459,-122.33906,False,,,98101,Central Business District
867,867,Starbucks,coffee,(206) 652-8924,https://s3-media4.fl.yelpcdn.com/bphoto/e5pqMsjH67GeH4FjxNMqNw/o.jpg,$$,3.50000,15,47.60614,-122.33674,False,,,98101,Central Business District
868,868,Honor Coffee & Tea,coffee,(206) 448-6638,https://s3-media1.fl.yelpcdn.com/bphoto/RW-4Tfy3-_4cHwtczAHtSg/o.jpg,$$,3.50000,15,47.60749,-122.33701,False,,,98101,Central Business District
883,883,Dilettante Mocha Café,coffee,(206) 258-6658,https://s3-media2.fl.yelpcdn.com/bphoto/wxm2KeJvnZ4kUbHrExpVDw/o.jpg,$$,3.50000,13,47.61244,-122.33746,False,,,98101,Central Business District
917,917,Starbucks,coffee,(206) 748-0058,https://s3-media1.fl.yelpcdn.com/bphoto/cFQnzYZDWubFZRMC0xJapA/o.jpg,$,3.00000,18,47.60504,-122.33424,False,,,98104,Central Business District
918,918,Starbucks,coffee,(206) 340-9184,https://s3-media2.fl.yelpcdn.com/bphoto/erJDAXJxjmLvzbCOkGDrbw/o.jpg,$,3.00000,23,47.60368,-122.33570,False,,,98104,Central Business District
943,943,Starbucks,coffee,(206) 467-0972,https://s3-media3.fl.yelpcdn.com/bphoto/8XJKjG6U1ixLep600Ongug/o.jpg,$,3.50000,11,47.61054,-122.33469,False,,,98101,Central Business District
960,960,Starbucks,coffee,(206) 467-3079,https://s3-media1.fl.yelpcdn.com/bphoto/YqIlV3MLawR427ArMZ30WA/o.jpg,$$,3.00000,15,47.60709,-122.33563,False,,,98101,Central Business District
967,967,7-Eleven,coffee,(206) 682-2866,https://s3-media2.fl.yelpcdn.com/bphoto/66pLFYZhgJXTK8iSFuVsMA/o.jpg,$$,5.00000,3,47.60489,-122.33307,False,,,98104,Central Business District
1005,5,Sweet Iron Waffles,coffee,(206) 682-3336,https://s3-media1.fl.yelpcdn.com/bphoto/eCiZ3rJoTorIENzg0bwAww/o.jpg,$,4.00000,1218,47.60741,-122.33519,False,,,98101,Central Business District
1025,28,Monorail Espresso,coffee,(206) 422-0736,https://s3-media2.fl.yelpcdn.com/bphoto/NQgSinclnX1pMo69cr8Ixg/o.jpg,$,4.50000,464,47.61124,-122.33499,False,,,98101,Central Business District
1043,55,Fran's Chocolates,coffee,(206) 682-0168,https://s3-media1.fl.yelpcdn.com/bphoto/18ELNYUhwh0J-aY7wqnbRQ/o.jpg,$$$,4.50000,328,47.60766,-122.33915,False,,,98101,Central Business District
1048,62,Anchorhead Coffee,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/w7kAF7anW3mSSPUFOwVfEw/o.jpg,$,4.50000,310,47.61338,-122.33469,False,,,98101,Central Business District
1063,78,Bobachine,coffee,(206) 447-2622,https://s3-media2.fl.yelpcdn.com/bphoto/OPtG20XDyXK4bZbmxDmPsA/o.jpg,$,3.00000,265,47.61083,-122.33669,False,,,98101,Central Business District
1091,115,Cherry Street Coffee House,coffee,(206) 621-9372,https://s3-media4.fl.yelpcdn.com/bphoto/LPPjSP-pT92TZerXWuo6Mg/o.jpg,$,4.00000,195,47.60275,-122.33421,False,,,98104,Central Business District
1141,193,Caffe Ladro,coffee,(206) 405-1950,https://s3-media2.fl.yelpcdn.com/bphoto/eLUMCgYf_FM6wdsRPF1xAw/o.jpg,$,4.00000,128,47.61297,-122.33263,False,,,98101,Central Business District
1176,242,Caffe Migliore,coffee,(206) 624-9893,https://s3-media3.fl.yelpcdn.com/bphoto/uEtfy3b7Ie8YIZ20pyec3A/o.jpg,$,4.00000,104,47.60780,-122.33467,False,,,98101,Central Business District
1197,271,Starbucks,coffee,(206) 623-0860,https://s3-media3.fl.yelpcdn.com/bphoto/Q0OvDFp9TyqzA-NnkJ5eDA/o.jpg,$,3.50000,94,47.60727,-122.33431,False,,,98101,Central Business District
1202,277,Voxx Coffee Downtown,coffee,(206) 682-1242,https://s3-media3.fl.yelpcdn.com/bphoto/dxvoWgOyiIAy1rRBfVFiJw/o.jpg,$,4.00000,93,47.60895,-122.33201,False,,,98101,Central Business District
1212,296,Cherry Street Coffee House,coffee,(206) 442-9372,https://s3-media2.fl.yelpcdn.com/bphoto/YlUINyEy0vWldZFIcoP2lg/o.jpg,$,4.00000,88,47.60449,-122.33285,False,,,98104,Central Business District
1230,326,McDonald's,coffee,(206) 957-2295,https://s3-media1.fl.yelpcdn.com/bphoto/-qA2ZS4fKkcSCCjB_Ymttg/o.jpg,$,2.00000,80,47.61071,-122.33836,False,,,98101,Central Business District
1253,352,Ancient Grounds,coffee,(206) 749-0747,https://s3-media2.fl.yelpcdn.com/bphoto/Y0Gkx7fMAWaFtz06hsAs_A/o.jpg,$,4.50000,74,47.60675,-122.33782,False,,,98101,Central Business District
1267,369,Starbucks,coffee,(206) 264-0152,https://s3-media4.fl.yelpcdn.com/bphoto/zKP8Ldyu0ZSrVh5rumkq4Q/o.jpg,$,4.00000,71,47.60455,-122.33048,False,,,98104,Central Business District
1338,487,Spring Thyme Bakeshop,coffee,(206) 623-1983,https://s3-media1.fl.yelpcdn.com/bphoto/a9yCA4v_WCO1VPn-iBrv6Q/o.jpg,$,4.00000,45,47.60497,-122.33776,False,,,98104,Central Business District
1359,517,Starbucks,coffee,(206) 554-7060,https://s3-media4.fl.yelpcdn.com/bphoto/LRBA0AANdFqVHnWvB0BOhQ/o.jpg,$,3.00000,43,47.60459,-122.33906,False,,,98101,Central Business District
1363,524,Starbucks,coffee,(206) 264-1607,https://s3-media1.fl.yelpcdn.com/bphoto/KOidG1RQOLVAAcbnpEoj9A/o.jpg,$$,3.50000,42,47.61285,-122.33534,False,,,98101,Central Business District
1370,532,Ebar,coffee,(206) 628-2111,https://s3-media3.fl.yelpcdn.com/bphoto/uFzY85r7Og-RQEEkvtcRnA/o.jpg,$,3.50000,42,47.61229,-122.33629,False,,,98101,Central Business District
1375,537,Starbucks Reserve Bar,coffee,(206) 482-3871,https://s3-media1.fl.yelpcdn.com/bphoto/CLW0cWp88wYYsyF5fjX09w/o.jpg,$$,4.00000,41,47.60693,-122.33860,False,,,98101,Central Business District
1464,674,Starbucks,coffee,(206) 625-5177,https://s3-media1.fl.yelpcdn.com/bphoto/fo88WNcoPQwA6uWe1ryyMQ/o.jpg,$,2.50000,28,47.60956,-122.33791,False,,,98101,Central Business District
1500,725,Monorail Espresso,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/wFDj8w_bG-3NawXCuo2iZg/o.jpg,$,4.00000,25,47.60463,-122.33095,False,,,98104,Central Business District
1573,823,Starbucks,coffee,(206) 748-0058,https://s3-media1.fl.yelpcdn.com/bphoto/cFQnzYZDWubFZRMC0xJapA/o.jpg,$,3.00000,18,47.60504,-122.33424,False,,,98104,Central Business District
1617,883,Starbucks,coffee,(206) 652-8924,https://s3-media4.fl.yelpcdn.com/bphoto/e5pqMsjH67GeH4FjxNMqNw/o.jpg,$$,3.50000,15,47.60614,-122.33674,False,,,98101,Central Business District
1625,893,Starbucks,coffee,(206) 467-3079,https://s3-media1.fl.yelpcdn.com/bphoto/YqIlV3MLawR427ArMZ30WA/o.jpg,$$,3.00000,15,47.60709,-122.33563,False,,,98101,Central Business District
1665,945,Tougo Coffee,coffee,(206) 860-3518,https://s3-media2.fl.yelpcdn.com/bphoto/vLRZAVEYdKaOrH382y2Ojg/o.jpg,$,3.00000,13,47.61152,-122.33288,False,,,98101,Central Business District
1668,948,7-Eleven,coffee,(206) 623-3904,https://s3-media3.fl.yelpcdn.com/bphoto/p2V3iV2nucJvEj4xEa78GA/o.jpg,$,2.00000,13,47.61043,-122.33814,False,,,98101,Central Business District
1681,961,Dilettante Mocha Café,coffee,(206) 258-6658,https://s3-media2.fl.yelpcdn.com/bphoto/wxm2KeJvnZ4kUbHrExpVDw/o.jpg,$$,3.50000,12,47.61244,-122.33746,False,,,98101,Central Business District
1711,996,Cone & Steiner,coffee,(206) 624-0920,https://s3-media2.fl.yelpcdn.com/bphoto/JtBLhqHUFtyahOZUBLkJgA/o.jpg,$,4.50000,11,47.60515,-122.33643,False,,,98104,Central Business District
1726,12,Seattle Art Museum,cafes,(206) 654-3210,https://s3-media1.fl.yelpcdn.com/bphoto/fIl0RLyoIYfsXVMQgudGng/o.jpg,$$,4.00000,548,47.60770,-122.33818,False,,,98101,Central Business District
1727,13,Fonte Café,cafes,(206) 777-6193,https://s3-media4.fl.yelpcdn.com/bphoto/Ijhfp8XrABk9VC_qCNhcZw/o.jpg,$$,4.00000,539,47.60738,-122.33916,False,,,98101,Central Business District
1734,22,Specialty's Café & Bakery,cafes,(877) 502-2837,https://s3-media2.fl.yelpcdn.com/bphoto/Z5WoqVgcE6rn6j3Z7DEwIw/o.jpg,$,3.50000,379,47.60997,-122.33463,False,,,98101,Central Business District
1736,24,Belle Epicurean,cafes,(206) 262-9306,https://s3-media3.fl.yelpcdn.com/bphoto/0Wj76UIzQzvgRtJSZCDF6w/o.jpg,$$,4.00000,373,47.60559,-122.33344,False,,,98104,Central Business District
1749,41,Piroshki on 3rd,cafes,(206) 322-2820,https://s3-media4.fl.yelpcdn.com/bphoto/_ID1BxNIOun90WHugDA6ZQ/o.jpg,$,4.00000,283,47.60395,-122.33218,False,,,98104,Central Business District
1773,69,Cafe Nordstrom,cafes,(206) 628-2111,https://s3-media4.fl.yelpcdn.com/bphoto/NC0ivOQBWYeCDznAwY8Bxg/o.jpg,$$,4.00000,189,47.61229,-122.33628,False,,,98101,Central Business District
1776,74,Cafe Yumm!,cafes,(206) 624-9866,https://s3-media4.fl.yelpcdn.com/bphoto/Vej9U8GdXJ2S7MOH42iflw/o.jpg,$,3.50000,180,47.61270,-122.33343,False,,,98101,Central Business District
1793,97,Specialty's Café & Bakery,cafes,(877) 502-2837,https://s3-media4.fl.yelpcdn.com/bphoto/dMqVYDEiCLYc9He7n78lvQ/o.jpg,$,3.50000,135,47.60593,-122.33465,False,,,98104,Central Business District
1795,100,Harried & Hungry Catering & Cafe,cafes,(206) 264-7900,https://s3-media3.fl.yelpcdn.com/bphoto/LNvdjw7lqZDlfrN-uY0eWw/o.jpg,$,4.00000,134,47.60909,-122.33749,False,,,98101,Central Business District
1797,104,Harbor Café,cafes,(206) 340-9908,https://s3-media4.fl.yelpcdn.com/bphoto/ixyMs5PepqKp9v6CYjsvjg/o.jpg,$,4.00000,126,47.60940,-122.33633,False,,,98101,Central Business District
1816,133,Specialty's Café & Bakery,cafes,(877) 502-2837,https://s3-media2.fl.yelpcdn.com/bphoto/tQdj9kcC23BMr1ByHFRHFg/o.jpg,$,3.00000,86,47.60453,-122.33061,False,,,98104,Central Business District
1835,155,Wild Rye Cafe Bakery,cafes,(206) 694-5049,https://s3-media3.fl.yelpcdn.com/bphoto/yD09mczV7HOmsj9rUi2Dsw/o.jpg,$,3.50000,66,47.61211,-122.33215,False,,,98101,Central Business District
1846,170,Commuter Comforts Cafe & Wine Bar,cafes,(206) 624-7483,https://s3-media2.fl.yelpcdn.com/bphoto/cXg6aAzBJwP8xXwKQv3kbg/o.jpg,$,3.00000,53,47.60276,-122.33814,False,,,98104,Central Business District
1852,177,Chip & Drews,cafes,(206) 623-3869,https://s3-media2.fl.yelpcdn.com/bphoto/HEXlyW2GsdISiA8VupU-Nw/o.jpg,$$,3.50000,48,47.60771,-122.33824,False,,,98101,Central Business District
1854,180,Cafe Hitchcock,cafes,(206) 467-5078,https://s3-media1.fl.yelpcdn.com/bphoto/9qMXKuFiuuybZX9LxbVOGg/o.jpg,$$,4.00000,45,47.60374,-122.33505,False,,,98104,Central Business District
1857,183,Mustard Seed Cafe,cafes,(206) 623-2259,https://s3-media4.fl.yelpcdn.com/bphoto/BrayiZrE-B4HxZ4ZqN0jQA/o.jpg,$,3.50000,44,47.60842,-122.33305,False,,,98101,Central Business District
1870,199,Walla Walla Farms,cafes,(206) 538-0922,https://s3-media2.fl.yelpcdn.com/bphoto/XTcmz6ip9Iuu0YKsH3RIMQ/o.jpg,$$,3.50000,31,47.60614,-122.33674,False,,,98101,Central Business District
1882,211,Fresh Table Cafe,cafes,(206) 903-1264,https://s3-media1.fl.yelpcdn.com/bphoto/ZblZT43aU6tXjKCTp1eTow/o.jpg,$,4.00000,27,47.61027,-122.33750,False,,,98101,Central Business District
1914,251,4th Ave Espresso Bar,cafes,(206) 287-4008,https://s3-media3.fl.yelpcdn.com/bphoto/kZtBEUyak0v0qb0eOIGMQg/o.jpg,$,4.50000,9,47.60819,-122.33414,False,,,98101,Central Business District
1920,257,Cafe 5ive,cafes,(206) 621-1242,https://s3-media4.fl.yelpcdn.com/bphoto/rpCre0YZ7VOfNX9n1JIq3w/o.jpg,$$,3.00000,8,47.60597,-122.33201,False,,,98164,Central Business District
1931,270,Sky View Cafe,cafes,(206) 386-5564,https://s3-media2.fl.yelpcdn.com/bphoto/DAZdjPTlW2AUBNXujMcE-A/o.jpg,$$,4.50000,6,47.60443,-122.33091,False,,,98104,Central Business District
73,73,QED Coffee,coffee,(206) 235-7678,https://s3-media2.fl.yelpcdn.com/bphoto/Cy39tEgcsHfnOB4aCI-meQ/o.jpg,$,4.50000,73,47.58968,-122.29232,False,,,98144,Mount Baker
998,998,Starbucks,coffee,(206) 723-4143,https://s3-media1.fl.yelpcdn.com/bphoto/ShrTnrlQCWXi98cZFm3PPg/o.jpg,$,3.00000,15,47.56922,-122.28983,False,,,98118,Mount Baker
1255,355,QED Coffee,coffee,(206) 235-7678,https://s3-media2.fl.yelpcdn.com/bphoto/Cy39tEgcsHfnOB4aCI-meQ/o.jpg,$,4.50000,73,47.58968,-122.29232,False,,,98144,Mount Baker
1623,889,Starbucks,coffee,(206) 723-4143,https://s3-media1.fl.yelpcdn.com/bphoto/ShrTnrlQCWXi98cZFm3PPg/o.jpg,$,3.00000,15,47.56922,-122.28983,False,,,98118,Mount Baker
70,70,Empire Espresso,coffee,(971) 328-0048,https://s3-media2.fl.yelpcdn.com/bphoto/8c5kXk4LxPNstwBc7qEBEw/o.jpg,$,4.50000,292,47.55854,-122.28429,False,,,98118,Columbia City
162,162,Tin Umbrella Coffee,coffee,(206) 743-8802,https://s3-media3.fl.yelpcdn.com/bphoto/bB5RULMS0-rqtMsW6KO9Jg/o.jpg,$,4.50000,85,47.55179,-122.27764,False,,,98118,Columbia City
167,167,Baked From The Hart,coffee,(206) 650-9191,https://s3-media2.fl.yelpcdn.com/bphoto/4VJstuMQCOfNkO4fc1T9xA/o.jpg,$,4.50000,34,47.57448,-122.29642,False,,,98144,Columbia City
185,185,Tutta Bella Neapolitan Pizzeria - Columbia City,coffee,(206) 721-3501,https://s3-media2.fl.yelpcdn.com/bphoto/tr51XI-EuFgAmNlkwwlMOA/o.jpg,$$,4.00000,445,47.55721,-122.28443,False,,,98118,Columbia City
699,699,Starbucks,coffee,(206) 721-8871,https://s3-media1.fl.yelpcdn.com/bphoto/PrLUdJV6T_9Xm9PlXJ3PuQ/o.jpg,$$,3.50000,31,47.55878,-122.28525,False,,,98118,Columbia City
745,745,Adu Cafe,coffee,,https://s3-media2.fl.yelpcdn.com/bphoto/hBQSRLgb665w4g_P6v_L7g/o.jpg,$,5.00000,6,47.55107,-122.27781,False,,,98118,Columbia City
908,908,Hilaal Coffee,coffee,,https://s3-media3.fl.yelpcdn.com/bphoto/A5nN4leKXPo5bTervOsFhA/o.jpg,$,5.00000,4,47.55012,-122.27757,False,,,98118,Columbia City
964,964,Café Hope,coffee,(206) 805-8968,https://s3-media2.fl.yelpcdn.com/bphoto/ge7BHXs8iGr19bI_mTm0Gg/o.jpg,$,5.00000,3,47.57089,-122.29739,False,,,98108,Columbia City
1053,67,Empire Espresso,coffee,(971) 328-0048,https://s3-media2.fl.yelpcdn.com/bphoto/8c5kXk4LxPNstwBc7qEBEw/o.jpg,$,4.50000,292,47.55854,-122.28429,False,,,98118,Columbia City
1221,307,Tin Umbrella Coffee,coffee,(206) 743-8802,https://s3-media3.fl.yelpcdn.com/bphoto/bB5RULMS0-rqtMsW6KO9Jg/o.jpg,$,4.50000,85,47.55179,-122.27764,False,,,98118,Columbia City
1740,28,Columbia City Bakery,cafes,(206) 723-6023,https://s3-media4.fl.yelpcdn.com/bphoto/HRaOyuG4oJI9CxYetXhZ0A/o.jpg,$,4.00000,356,47.55824,-122.28541,False,,,98118,Columbia City
470,470,Caffe Vita Seward Park,coffee,(206) 721-0111,https://s3-media4.fl.yelpcdn.com/bphoto/VrKCW3W3wPOFh2aXTdgZdA/o.jpg,$,3.50000,80,47.55611,-122.27022,False,,,98118,Seward Park
513,513,Raconteur,coffee,(206) 492-7959,https://s3-media4.fl.yelpcdn.com/bphoto/pD8G68w1ezTlthLtKzD5tw/o.jpg,$$,3.50000,157,47.55571,-122.27060,False,,,98118,Seward Park
1232,328,Caffe Vita Seward Park,coffee,(206) 721-0111,https://s3-media4.fl.yelpcdn.com/bphoto/VrKCW3W3wPOFh2aXTdgZdA/o.jpg,$,3.50000,80,47.55611,-122.27022,False,,,98118,Seward Park
1777,75,Both Ways Cafe,cafes,(206) 722-5799,https://s3-media1.fl.yelpcdn.com/bphoto/eoD-JC2yng6u3atAjq4TNg/o.jpg,$$,4.00000,179,47.56429,-122.27093,False,,,98118,Seward Park
164,164,Jump Start Espresso,coffee,(206) 255-0303,https://s3-media2.fl.yelpcdn.com/bphoto/P1GF5kCkJZcpH7z67vQI2g/o.jpg,$,4.50000,59,47.35633,-122.30983,False,,,98003,Redondo - Fed Way
256,256,Dutch Bros Coffee,coffee,(541) 955-4700,https://s3-media2.fl.yelpcdn.com/bphoto/ilSXW033Sah_jZHRnDCn2A/o.jpg,$,4.50000,26,47.35452,-122.31190,False,,,98003,Redondo - Fed Way
1626,894,McDonald's,coffee,(253) 529-3982,https://s3-media1.fl.yelpcdn.com/bphoto/hv2jek6w5-XOAXf-6RsZwg/o.jpg,$,1.50000,15,47.35488,-122.31169,False,,,98003,Redondo - Fed Way
665,665,Starbucks,coffee,(206) 364-2490,https://s3-media3.fl.yelpcdn.com/bphoto/9uq94TdYA6AEOQqRJnB5Tg/o.jpg,$,3.00000,78,47.71600,-122.29764,False,,,98125,Victory Heights
1237,335,Starbucks,coffee,(206) 364-2490,https://s3-media3.fl.yelpcdn.com/bphoto/9uq94TdYA6AEOQqRJnB5Tg/o.jpg,$,3.00000,78,47.71600,-122.29764,False,,,98125,Victory Heights
